Text,Type
"AN URGENT BUSINESS PROPOSAL I am pleased to get across to you for a very urgent and profitable Business proposal, though I don't know you neither have I seen you before but my confidence was reposed on you when the Chief Executive of Lagos State chamber of Commerce and Industry handed me your contact for a confidential business. I am a Staff of United Bank for Africa (UBA),Ilupeju branch, Lagos Nigeria. The intended business is thus; we had a customer, a Foreigner (a Turkish) resident in Nigeria, he was a Contractor with one of the Government Parastatals. He has in his Account in my branch the sum of US$21.5 Million (Twenty One Million Five Hundred ThousandU.S.Dollars).Unfortunately, the man died four years ago until today non-of his next of kin has come forward to claim the money. Having noticed this, I in collaboration with two other top Officials of the bank we have covered up the account all this while. Now we want you (being a foreigner) to be fronted as one of his next of kin and forward your account and other relevant documents to be advised to you by us to attest to the Claim. We will use our positions to get all internal documentations to back up the claims .The whole procedures will last only ten working days to get the Fund retrieved successfully Without trace even in future. Your response is only what we are waiting for as we have arranged all necessary things. As soon as this message comes to you kindly get back to me indicating your interest ,Then I will furnish you with the whole procedures to ensure that the deal is successfully Concluded. For your assistance we have agreed to give you thirty percent (30%) of the Total sum at the end of the transaction. It is risk free and a mega fortune. All correspondence towards this transaction will be through the e-mail addresses, Telephone and Fax, until the end of the transaction when we will meet for the sharing of the money based on this agreed percentage. Please reply urgently by e-mail, fax or call me on my private telephone numbers as stated above. I await your earliest response. Thanks, Yours Sincerely MARTIN CHIME",Fraud
"My Dear ,

Good day.This very confidential request should come as a surprise to you.But it is because of the nature of what is happening to me and my family urged me to contact you, and I quite understand that this is not the best way to contact you because of the nature of my request and the attention it requires.I got your contact information from your country's information directory during my desperate search for someone who can assist me secretly and confidentially in relocating and managing some family fortunes.

My name is Mr.Michael Kamah, the second son of Mr.Smith  Kamah, of Beitbridge Zimbabwe.At the height of the present political crises in our country,in which the white farmers in our country are being slained and ripped off their belongings by the supporters of our president,Mr.Robert G.Mugabe,in their efforts to reclaim all the white owned farms in our country,my father and my elder brother were brutally slained to a painful death on the 13th of february,2002, in their struggle to protect some white farmers who ran to take refuge in our house.My father,during his life on earth was a prominent business man who trades on diamond and gold from some foreign countries .He publicly opposes the crude policies and crime against humanity on the white farmers by Mr.Robert Mugabe and his followers,which they enforced media law restrictions to protect their wicked acts.That not being enough,the president and his followers after winning the last undemocratic elections decided to block an!
d confiscate all accounts and assets of our black indigenes[that included my fathers assets and accounts] who oppose his policies and render support to these white farmers,along with the assets of these white farmers themselves,that are being presently confiscated.I therefore decided to move my mother and younger sister to the Republic of South Africa,where we presently live without anything and without any source of livelyhood.

During my fathers life on earth,he had deposited the sum of Seven Million and Four Hundred Thousand United States Dollars[$7.400.000.00],in a trunk box with a Finance and Security Company in the Republic of Togo for a cash and carry Diamond and Gold business with some foreign business customers, awaiting instructions to be moved to its destination,which he never completed before he met his untimely death on that faithful day.In view of this and as the only survivin",Fraud
"Dear sir, It is with a heart full of hope that I write to seek your help in respect of the context below. I am Mrs. Maryam Abacha the former first lady of the former Military Head of State of Nigeria General Sani Abacha whose sudden death occurred on 8th of June 1998 as a result of cardiac arrest (heart attack) while on the seat of power. I have no doubt about your capability and good-will to assist me in receiving into your custody (for safety) the sum of US$25 Million willed and deposited in my favour by my late husband in a security and deposit company. Though my contact to you for this assistance is not anchored on any personal ecommendation, I pray your understanding, good will and sincere assistance to respond to this message with honest intensions and concern. This money is currently deposited here with a security company as miscellaneous awaiting collection and according to the agreement entered into at the time of deposit between my late husband and the Security Company at the time of deposit; the collection centre is in Ghana. As it is legally required, the administration of my late husband's properties is under the authority of the family's lawyer Tony Musa. My Dear JK, since the demise of my husband, the present regime has been probing my late husband's wealth and properties, the London Newsweek of 13th march 2000 referred. The investigating team led by Enrico Monfrini, the lawyer acting on behalf of the Nigerian government has so far submitted their report and presently, some liquid cash and assets, movable and immovable, have been frozen and seized both locally here and internationally and my last hope is rested on the immediate security of this fund in your custody. Also, Johnnie Cochran, the lawyer who defended OJ Simpson, has been brought in by the Abacha entourage to help them retain the disputed funds. Fortunately, our family lawyer had secretly protected the ""Personal will"" of my husband from the notice of the investigators and have strictly advised that the willed money be urgently moved into an overseas account of Trusted Foreign family friend without delay. For security reasons and f! urther advise,! no relations or fr! iends of ours should be used; as this is a measure of security. The government had earlier placed foreign travel embargo on all our family members and seized all known local and International outfits of our business empire. The situation has been so terrible that we are virtually living on the assistance of well-wishers. In view of this plight, I expect you to be trustworthy and kind enough to respond to this ""SOS"" call to save my children and I from a hopeless future. I hereby agree to compensate your sincere and candid effort, immensely, which will be discussed between you, the Attorney and I. On your immediate response, the Attorney will travel to Ghana where both of you will meet, and thereafter proceed to the deposit company for the claims. The documentations include, most importantly, Power of Attorney and Certificate of Deposit amongst few others. These documents will be sent to you by Fax, as you would have to present them for proper claims. Please, be rest assured that this transaction is completely safe and legal but must be kept strictly to yourself even after the funds have been secured into our custody. This is so because any leakage of information could ruin the whole transaction. Please all contacts must be made through my lawyer on his email: tony_m@lawyer.com This has to be so as he has been mandated to handle this matter and I have fully briefed him (my Attorney) on my contact to you. Due to my present circumstance, I have handed everything over to him to co - ordinate and finalize with you and I will communicate you as at when necessary. Please for the safety of this transaction, reply stating your phone and fax numbers to enable them contact you directly without running the risk of mail interception. I look forward to your quick response. Best Wishes, Mrs. Maryam Abacha",Fraud
"Hello Professor Manley,

 

I hope you are doing well. My name is  and I am an EC member of one of the four business professional fraternities at Drake. I am writing to you today to ask if you would be willing to spare a few minutes at the beginning of your classes at 9:30am and 11am tomorrow to allow a representative from my fraternity to come and speak to your students about our upcoming recruitment. There are four professional fraternities, two of which are open to all majors. Each fraternity works to focus on providing students with professional resources to enhance their skills and prepare them for their careers.

 

Our Meet and Greet event is Monday, February 7th, from 7:00-9:30 pm in Upper Olmstead. The dress code is business casual, however, if students are not able to come in business casual, it does not provide an issue.





If you have any questions, please do not hesitate to reach out to me and I would be happy to talk more with you!

 

Thanks,",False Positives 
"Hello!

You are receiving this email because you are nominated for a position on EC. At elections this coming Wednesday, you will be expected to have prepared a speech of at most 2 minutes (or at most 5 minutes if running for President). You can talk about your previous experience, why you are interested in the position, any ideas you have, etc. 

If you are nominated for more than one position, please prepare for all positions - but you may not give them all if elected to your first position(s).

It is also strongly recommended that you reach out to past EC members of the positions you are interested in, as well as read our Chapter bylaws (attached). 

If you have any questions at all, please let me know!

Thanks, 


Dani Epper

Drake University | Class of 2022

School of Accounting

President | Alpha Kappa Psi - Beta Phi Chapter

Treasurer | Student Activities Board

Pronouns: she/her/hers

dani.epper@drake.edu

(507) 508-2696",False Positives 
"***This Email is from an EXTERNAL source. Ensure you trust this sender before clicking on any links or attachments.*** 
Good evening,

Here are the minutes from tonight's chapter meeting! We had nominations tonight and elections are next chapter (11/17). COH and Initiation are on 11/13 in Aliber 101 and Levitt Hall starting at 9 AM. Have a good night!

Sincerely,

Alpha Kappa Psi - Beta Phi
Secretary - Fall 2021


http://drake.akpsi.org/ 
Link 
Link to Online Attendance Request Portal

Link to Fall 2021 Attendance Sheet 


Link to EC Comment/Suggestion Portal 
Link to Volunteer Opportunities 

Link to Current Service Hours 

Link to Incentive Points 


Attendance Policy:

Excuses for absences from mandatory chapter events must be submitted through the excuse portal before the beginning of an event to be considered. All absences approved as excused will not count against a member towards suspension.  Any unexcused absences will remain on a member's record until the time they make up the absence by coming to an EC meeting.


There are four events that are not excusable: Interviews, Midcourt, Court of Honor, and Initiation. If a member cannot make it to one of these events, the excuse cannot be made up at an EC meeting. However, if a member can come to part of the event, the partial absence may be made up by attending an EC meeting.

Once a member reaches three unexcused absences, the chapter will vote on whether or not to temporarily suspend the member in question. Reinstatement terms may rise with more unexcused absences.",False Positives 
"Hey, this is from AKPsi. I would love to set up an interview with you sometime this week. If this week works for you here's my availability,  
Tuesday 11/2: 5:30-9pm
Wednesday 11/3: 2-7pm
Thursday 11/4: 3:30-9pm
Friday 11/5: 1-9pm
Saturday 11/6: Available All Day
Sunday 11/7: 2:30-9pm


Thank you, 
Marketing & International Business
Drake University | Class of 2025",False Positives 
"Dear Student,

We wanted to alert you to some informational sessions regarding pre-professional (e.g. pre-med, pre-engineering, pre-law, etc.) pathways. These sessions are open to all Drake University students, but geared towards the College of Arts and Sciences curriculum. All sessions will be virtual, so if you cannot make it, please email ask.as@drake.edu <mailto:ask.as@drake.edu>  to request the session recording of your preference.

Monday, October 11 from 3:30-5pm

Pre-Engineering session on registration tips and with Chris Kroeger, Washington University representative

Zoom link 

Thursday, October 21 from 3-4pm

Pre-Medical Planning (including pre-dental, pre-vet, and pre-PA)

Zoom link 

Wednesday, October 27 from 4-5pm

Pre-Law Overview and 3+3 Drake Law Overview

Pre-law specifically from 4-4:30, 3+3 overview specifically from 4:30-5

Zoom Link 

We also want to bring your attention to various funding opportunities within the College of Arts and Sciences. We urge you to check out our funding website, and see if any apply to you. Opportunities such as traveling to professional development events, conferences, presentations, scholarships, and grants are available. Some deadlines are approaching, so don't delay!

https://www.drake.edu/artsci/studentresources/fundingopportunities/ 

To follow-up on this note, please contact Mary Beth Holtey at marybeth.holtey@drake.edu. 

 <https://drake.starfishsolutions.com/starfish-ops/remote/image.html?log_email_id7c4d744c-69fd-47af-a19a-e8d4010b773f>",False Positives 
"Happy Sunday everyone!

Wanted to take a moment to outline how things are going to look the next couple weeks 
while the semester gets underway with online classes. This info will be cross-posted in 
email & in Teams.

In the hope of reducing the risk of spreading the omicron variant through support center 
staff, we are reducing the number of people who will be working in person in Carnegie. 
As such:
1.	I will be working remotely for several weeks (end date not yet determined).
2.	There will be two ITCR leaders in Carnegie each day, rotating between Jerome, 
Clayton, and Greg.
3.	There will be two campus techs on duty in Carnegie each day on a rotating 
schedule; all others will be working remotely.
4.	We’ll have one imaging student working at a time in room 7.
5.	For all other student techs, we’ll have one working at the front desk in Carn; other 
students scheduled will be working either remotely or at the not-lead desk in the 
big room.
a.	The remote student should use the student2 account.
b.	The front desk phones should be logged into student5 & student6 – I 
expect student6 should be set to “do not disturb” most of the time.
c.	The classroom emergency phone should be logged into student4.
d.	The not-lead desk student/second remote student should use the student3 
account.
6.	Masks must be propertly worn at all times in Carnegie. You may only remove 
it to drink a beverage or eat something; you must be seated/stationary when 
doing so. (In other words, no walking around drinking from your water bottle.) 
Your mask must cover from above your nose to below your chin.
a.	I strongly recommend you wear an N95/KN95 mask or similar, until we’re 
past the omicron peak. If you need one, let me know. They can be safely 
reused by following some simple steps.
7.	There will be an all staff meeting scheduled in the very near future – please stay 
tuned for that info.
8.	From a support perspective, students may still walk-in to request assistance in 
the support center.
9.	Faculty/staff must have an appointment; these appointments are generated by 
campus techs after attempting remote support first. In other words: a faculty/staff 
member should not ask you to set an appointment on behalf of a campus tech. 
Make sure there’s a ticket entered and advise the user that the tech will set up 
the time with them.
10.	If you are feeling unwell for any reason, do not come to work. We don’t want 
germs spreading around, and this is NOT a case of “sharing is caring.” ??
a.	If you test positive at any time, please notify me ASAP in addition to 
notifying contacttracing@drake.edu.
11.	Remember to always include Allison and Sam in any communications where 
you’d normally contact me, especially in regard to scheduling related requests.

There’s a lot that’s changed lately, so I expect there will be a lot of confusion from our 
returning users. Here’s a short list:
1.	Microsoft MFA went live at the beginning of the month, replacing Duo.
2.	We have new/different tools for managing MFA settings for users that are part of 
Password Manager.
3.	myDrake and other services now require the use of MFA.
4.	MyDUSIS no longer exists and has been replaced by a tool called Self Service.
5.	A number of changes have been made to TeamDynamix services as they relate 
to Banner, myDrake, Self Service, etc – make sure you review the portal to 
familiarize yourself.
6.	Parent access to student information is changing, and ITS will NOT be able to fix 
their login issues; they will have to contact their student to fix access.

That’s the “quick” overview. Yes, I know it’s a lot. And yes, that means there’s more we 
haven’t yet covered.

As always, if you have questions, just ask! I’m available on Teams to chat anytime you 
need it.
-Becky


-- 
Becky Klein, M.A. (she/her/hers)
Assistant Director – Campus Relations, Information Technology Services 
Adjunct Professor, Bulldog Foundations
Advisor, Sigma Alpha Iota, Pi chapter
Drake University
 
T  515-271-4762
W  https://service.drake.edu/its
 
Empowering Drake to thrive in a digital world",False Positives 
"Hi all, 

If you are receiving this email, then you have expressed interest in the J22 travel seminar to South Africa 
(and Zimbabwe). 

I am Prof. Knepper, one of the professors for the class. The other professor, Herbert Moyo, is a 
Zimbabwean who teaches in South Africa. He will be with us for the entire trip and will also accompany 
us back to Drake, where he will serve as the S22 “Global Scholar in Residence.” 

The travel seminar will visit the cities of Johannesburg, Durban, and Pietermaritzburg in South Africa, as 
well as Bulawayo in Zimbabwe. (We will also spend much time in the countryside.) The focus of the trip 
is lived religion, which includes African Christianity, European/missionary Christianity, indigenous 
religion (especially sangoma practice), Islam, and Hinduism. We will visit many different places of 
worship. We will also spend some time working with students from University of KwaZulu-Natal (where 
Herbert teaches) on a photo-narrative project about lived religion. 

On Tuesday of next week (3/30), I will hold an informational session from 4-5 pm. Feel free to drop in 
any time to ask questions. Here is the link: https://drake-edu.zoom.us/j/82477311829.

Also, you may of course simply email questions to me. 

All best, 
Tim

-----
Timothy D Knepper
Professor of Philosophy, Drake University 
Director, The Comparison Project",False Positives 
"Hello I’m Wes and we’re partners for the upcoming assignment. What would be the best way to reach 
you so we can pick out our ‘issue’? 

Wes
",False Positives 
"Part 2 of the inner core - YFSCAWA :) - series tomorrow - Wed. March (!) 2nd at 7:45 in the Bell Center 
Group X room.  We’ll start where we left off last week - in Savasana!  And of course, a little heat along 
the way.
 
a
---------------------- 
Dr. Leslie Marrs, Associate Professor of Flute and Recruitment Coordinator 
she/her/hers 
Drake University Department of Music 
1310 25th Street., FAC #268A 
Des Moines, IA  50311 
leslie.marrs@drake.edu 
http://www.drake.edu/music/faculty/drlesliemarrs/ 
515-271-2808 
FAX 515-271-2558 
800-44-DRAKE 
 
https://www.psychologytoday.com/blog/social-lights/201707/the-tune-every-first-year-college-student-needs",False Positives 
"Greetings Members of the Drake Community,

Today marks the start of Black History Month. We center and celebrate the empowerment, 
achievement, and contributions of African American communities, not only as they manifest in the 
present and come to us through the past—but in terms of the hope they hold for our collective future. 

History matters. 

The origins of Black History month go back to the leadership of intellectual giant, Dr. Carter G. Woodson. 
Woodson established the Association for the Study of African American Life and History (ASALH) in 1915 
after participating in a national event to commemorate the 50th anniversary of emancipation. Dr. 
Woodson worked tirelessly throughout his life to promote widespread knowledge of Black history. He 
knew the past and future are connected, declaring the vision this way, “We are going back to that 
beautiful history and it is going to inspire us to greater achievements.”

In February 1926, Woodson’s ASALH sponsored the first week-long celebration of Black history. This was 
timing they chose, in part, because the great Frederick Douglass was born on February 12. Within 20 
years, Black communities all over the country turned a week into a month and then, in 1976, the first 
official presidential declaration of February as Black History Month was conferred. This declaration has 
been made every year since. 

It’s vital we all continue to learn about, lift up, and honor the endless contributions of African Americans 
to every aspect of U.S.-American life. Black history is U.S.-American history. 

It’s also important we insist on our rights and responsibilities to do just that! As political pressures are 
mounting all over the country—including in the state of Iowa—to limit how fully and honestly we talk 
about U.S. racial history in public life, we need to deepen our knowledge of African American life, joy, 
wisdom, sacrifice and struggle to be honored as full citizens and human beings.  We need to understand 
the ways history continues to resonate in the present. Just today a dozen Historically Black Colleges and 
University’s (HBCUs) received bomb threads. Black lives and well-being matter. 

It's also a joy to celebrate Black History and recognize the many African American people who are the 
Drake community, who make Des Moines what it is, who are Iowa. Black creativity, brilliance, and 
commitment are boundless. 

I want to encourage you to participate in the countless opportunities for celebration and 
acknowledgement that will be offered to all of us this month. 

Read about members of the Drake community in a story series called Voices of Drake. The first story in 
the series highlights Jazlin Coley–Smith, Director for Equity and Inclusion. Show up to one of the many 
events sponsored by the Coalition of Black Students. Learn about the Black suffragette’s courage to 
secure the vote. Spend an evening with Ty Marcellus (NuWorld Comics) who is creating a universe to 
rival Marvel’s. Join Dr. Brandi Brimmer to hear about southern Black women’s journey to secure 
freedom for themselves after the Civil War and what these legacies mean for us today. 

There is so much to learn, celebrate, and continue to share.

Finally, in appreciation of Black History month, an offering of poetry, shared by Provost Sue Mattison. 
This poem was written by Clint Smith who is an award-winning poet, writer for the Atlantic and author 
of New York Times bestseller How the Word Is Passed. 

Meteor Shower
by Clint Smith

I read somewhere that meteor showers
are almost always named after

the constellations from which
they originate. It’s funny, I think,

how even the universe is telling us
that we can never get too far

from the place that created us.
How there is always a streak of our past

trailing closely behind us
like a smattering of obstinate memories.

Even when we enter a new atmosphere,
become subsumed in flames, turn to dust,

lose ourselves in the wind, and scatter
the surface of all that rests beneath us,

we bring a part of where we are from 
to every place we go.


__________________________________
 
Jennifer Harvey, PhD (she/her/hers)
Associate Provost of Campus Equity and Inclusion
Drake University

T  515-271-2885
E  jennifer.harvey@drake.edu
W  https://www.drake.edu/diversity  
 
 

***** 
i want to live in a world where harm
is not systemic, where love organizes
society, where the earth is respected,
and where life is valued above all else

-yung pueblo",False Positives 
"Good morning Bulldogs,
 
As we prepare for Halloween Weekend, we want to state the following: each and every one of us 
represents Drake University. Respect each other, respect yourself and watch over each other during 
A
activities, please do so in a manner that ultimately highlights the best of who you are and who we are as 
Drake University—you do not want to be a headline in a news story. Be very conscientious of theme 
based Halloween gatherings; we are an institution that prioritizes inclusivity.  If you or someone you are 
with needs assistance, please contact Drake Public Safety (24/7) at 515-271-2222.  Once again, be safe 
and enjoy yourselves. 
 
Sincerely,
 
Scott Law                                                                                                       Hannah Clayborne
Executive Director Public Safety &                                                                Dean of Students
University Operations",False Positives 
"I’m running about 30 minutes late but I will be in as soon as I can. 

James

Sent from my iPhone",False Positives 
"Hi Everyone,

I put your graded homeworks in the metal basket outside my office door, 308 Aliber.  There are 2 
separate clips for the 2pm and 3:30pm sections.  The homeworks are alphabetical inside each clip.  As a 
reminder, Test 1 is Tuesday and I have office hours from 2-5 tomorrow if you would like to come in and 
get any help.A

Thank you,
Dr. Vaughan

Sent from Mail for Windows",False Positives 
"The Drake University Emergency Operations Center sends operational updates to all faculty, 
staff, and students. President Martin and Provost Mattison will share additional messages, as 
appropriate. Please read the entirety of each message.

September 17, 2021

Key Points (as of this morning)
*	There are five students with confirmed cases of COVID-19 in on-campus isolation
*	There are 15 students with confirmed cases of COVID-19 off campus
*	There are 15 students in quarantine
*	79.8% of employees are fully vaccinated
*	70% of all registered students, 76% of students with at least one class in person, and 
86% of residential students have submitted their vaccination record
*	Securely report your vaccination to Drake
Upcoming OSHA COVID-19 Mitigation Requirements 
The Department of Labor’s Occupational Safety and Health Administration (OSHA) is developing 
a rule that will require all employers with 100 or more employees to ensure their workforce is 
fully vaccinated or require any workers who remain unvaccinated to produce a negative test 
result on at least a weekly basis. OSHA will issue an Emergency Temporary Standard (ETS) to 
implement this requirement in the coming weeks. Once that ETS is issued, more will be known 
about the timeline for implementation and the specific requirements of the standard. 

Faculty, staff, and student employees who have not yet been vaccinated or submitted proof of 
vaccination are strongly encouraged to do so now so that the University is well positioned to 
comply with this new requirement once it takes effect. Any changes to Drake policies or 
protocols will be communicated to campus in a variety of ways, including through COVID-19 
Updates. Faculty, staff, and student employees should submit documentation using this secure, 
mobile friendly, and easy to use form. 

Drake Testing Options 
Students experiencing COVID-19 symptoms can be tested at no cost at the Student Health 
Center. Students should call 515-271-3731 before showing up in person. 

Drake administers PCR tests, which are the most accurate type of COVID-19 test. Due to the 
higher risk of producing a false negative result with an antigen test, the University strongly 
recommends obtaining a PCR test from the Student Health Center or seeking out a test site that 
administers PCR tests.

Faculty and staff experiencing COVID-19 symptoms must contact Chris Nickell, director of 
environmental health and safety, at chris.nickell@drake.edu to receive instructions on how to 
obtain a test at no charge from the University.

For more information about COVID-19 testing at Drake, please see the COVID-19 Testing FAQ.

Fall Break Status 
At this time, Fall Break remains scheduled for October 18 and 19. Given the rapidly changing 
impacts of the Delta COVID-19 variant on our community, Provost Mattison may move Fall 
Break to November 22 and 23 (Thanksgiving week) at her discretion, with Faculty Senate having 
consented to this potential change (Motion 22-01, August 5, 2021).

Student Vaccine Incentives Update 
Should Drake reach 80% of students with at least one class on campus reporting full vaccination 
by Sept. 24, 20 students will be awarded one-time (non-renewable) scholarships in the amount 
of $2,500. Currently 76% of students with at least one class on campus have submitted proof of 
vaccination to the University. Additional details can be found in this Aug. 6 message. 

Securely Report Your Vaccine
Submitting proof of your vaccination is highly encouraged so the University can make 
accurate and informed decisions about safe campus operations. Students, faculty, and staff 
should submit documentation using this secure, mobile friendly, and easy to use form. 

Face Coverings 
The University Face Coverings Policy remains in effect. Even if you believe everyone is 
vaccinated, this policy applies and will be enforced. It is important that we all consistently 
adhere to this policy to ensure we are protecting both ourselves and others within the campus 
community.

COVID-19 Symptoms
Please re-familiarize yourself with the CDC’s list of common COVID-19 symptoms. It is possible 
for fully vaccinated individuals to contract and spread COVID-19, so please be aware of changes 
in your health no matter your vaccination status.

Do Your Part 
It is up to each one of us to protect ourselves and each other. Employees and students living off 
campus who do not feel well must avoid coming to campus until they are healthy. Please 
continue to follow the University’s safety protocols: wear a mask and remember to wash your 
hands properly and often. By doing your best to avoid exposure to the coronavirus, you are 
helping save lives and medical resources for those who need them most. 

Minimizing the risk of COVID-19 infections is a shared responsibility. Drake’s plans are aligned 
and consistent with local and state guidance. The University follows recommendations from the 
Centers for Disease Control and Prevention (CDC), Iowa Department of Public Health, and Polk 
County health officials.

Please visit drake.edu/coronavirus, which houses a repository of campus updates and messages 
pertaining to the COVID-19 pandemic and provides answers to many frequently asked 
questions.",False Positives 
"Hello!

If you’re getting this email, it means that you indicated that you were interested in participating in a 
student research group working in the Human-Centered Machine Learning group. In order to help me 
get a better idea of which projects you are interested in, when you can meet, and if you have a 
preference as to who you work with, please fill out the form below by this Wednesday afternoon. I’ll 
plan on sending out a meeting invitation for this Friday once I have a better idea of when everyone is 
available. 

Link to form: https://forms.gle/9GtSkaJ9cQ9Wk81i8 

All the best,
Meredith

Meredith Moore, Ph.D.
Drake University | Assistant Professor of Computer Science

meredith.moore@drake.edu
Pronouns: she | her",False Positives 
"Hi everyone, 

Just a friendly reminder to come to learn more about research at Math and CS department on 
September 10th (THIS Friday) at 2 pm at C-S 301! We have projects that might be of interest to 
all majors and minors in our department.

Come have fun and meet new friends!

Vira Babenko, PhD
Assistant Professor of Mathematics
Department of Mathematics and Computer Science
Drake University  | Collier-Scripps Hall 317 | 515-271-3170
 
From: Vira Babenko 
Sent: Wednesday, September 1, 2021 12:42 PM 
To: Maryann Huey <maryann.huey@drake.edu>; Christopher Porter <christopher.porter@drake.edu> 
Subject: Opportunity to participate in research at the Dep. of Math and CS. September 10 at 2pm 
 
Hello everyone, 

I hope you had a great start to your new academic year! I want to provide some information on 
an excellent opportunity to participate in some fantastic research this semester. Our 
Mathematics and Computer Science Department will hold our annual information meeting on 
September 10th at C-S 301. Everyone is welcome to stop by to meet with professors and hear 
about what great research topics you and your classmates can explore this semester. At the 
meeting, each professor will talk a bit about their projects, they will be available to answer any 
questions you might have about their projects, and you will be able to sign up to participate. No 
prior experience or specific classes are required for most projects, so it's a great opportunity to 
find new (or join your old ;) ) like-minded friends and make your resumes stronger and more 
distinct. This year, we have various projects; here are a few: Human-Centered AI and ML, 
analyzing the Iowa Youth Survey, Image Parsing for Robotic Applications, Data Science for 
Economics, Iowa State-wide Mathematics Transition Research in math education, Hopping 
Forcing on Graphs, etc.

Learn more about research at our department on September 10th at 2 pm! 

Vira Babenko, PhD
Assistant Professor of Mathematics
Department of Mathematics and Computer Science
Drake University  | Collier-Scripps Hall 317 | 515-271-3170",False Positives 
"Hello GK Residents,
 
Happy end of the semester! Thanks for all of your help in making this a great year in Goodwin Kirk! 
 
As we wind down, I wanted to send out a quick note regarding some recent vandalism on whiteboards. I 
have received some reports recently of individuals having their dry erase boards altered and wanted to 
address the building. 
 
As a reminder, it is a violation of the Residence Hall Handbook to deface the whiteboards in the 
residence halls. We are watching for those who are violating these policies and will be acting 
appropriately following the Student Code of Conduct. 
 
Please do not write on a board that is not yours, run fingers and hands through messages or drawings, 
or erase boards that are not your own. We appreciate everyone working together to make sure 
individuals and our community spaces are respected.  
 
Feel free to reach out if you have any information, questions or concerns.
 
Good Luck on your final exams and have a great summer!
 
Sincerely,
 
Hayley

Hayley Ellis
(She/her/hers)
Area Coordinator|Upper Class Experience
Goodwin-Kirk Residence Hall
Residence Life|Drake University
(515) 271-2400 (Office)

Schedule a meeting with me here!",False Positives 
"Good afternoon,

I understand from the COVID 19 Main inbox that you have received your second dose of the 
COVID vaccine, however, we are having trouble opening the picture you sent of your ID 
card.  Please send the picture again to this email address.  As soon as we receive and are able to 
open it, I'll add you to our tracking system.

Linda, Drake Contact Tracing Team",False Positives 
"Hi,

You’ll be presenting to the class, the VPs at Wellmark, and the collection of mentors. No formal dress 
code, but dressing up is probably a good idea.

The general expectation is that you’ll fill about 3 minutes with a presentation of your project. Assume 
the audience isn’t familiar with your topic. Describe what you did (or what you discovered). There will 
likely be a few minutes for Q&A afterwards.

Does this help?

Tim",False Positives 
"Dear Students,
I decided to push back the deadline of Assignment 2 to Thursday, April 22, for everyone in the class. Be 
sure to get some sleep and come to class with any questions you have about the assignment.
a
-- Titus",False Positives 
"Sign up to volunteer and unlock a bonus donation from Bankers Trust!

We need your help this spring to build and repair homes right here in Central Iowa. Will you answer the call?

Our partners at Bankers Trust want to help. They've sponsored a $50 donation for each of the first 100 volunteers to sign up for a shift between April 13 and April 22. That's a $5,000 donation to GDM Habitat that you can help unlock!

Sign up and trigger your bonus donation!

Is your group interested in volunteering?

Contact our volunteer engagement team for information about group volunteering with this Rock the Block event or other opportunities! Use our contact form to get started.

 
Greater Des Moines Habitat for Humanity
PO Box 716  | Des Moines, Iowa 50303
515-471-8686 | info@gdmhabitat.org

Follow Us

                        
Unsubscribe or Manage Your Preferences",False Positives 
This is only a Test! A statewide tornado drill is in effect. If inside please proceed to the nearest shelter. If outside please seek shelter in a building. This is only a Test.,False Positives 
"We're updating the Online Access Agreement

When you enrolled in Wells Fargo Online®, Wells Fargo Business Online®, Wells Fargo Mobile®, or Wells Fargo Advisors® online services, you reviewed and accepted our Online Access Agreement (OAA). 

An updated version of the OAA will go into effect on May 24, 2022. You can view a summary of changes and view the updated OAA. 

This notice is simply to let you know of these changes—you don't need to do anything. Your continued use or access of Wells Fargo Online, Wells Fargo Business Online, Wells Fargo Mobile, or Wells Fargo Advisors online services indicates your agreement with these changes. 

Thank you for choosing Wells Fargo. 


Investment and Insurance Products are:
Not Insured by the FDIC or Any Federal Government Agency
Not a Deposit or Other Obligation of, or Guaranteed by, the Bank or Any Bank Affiliate
Subject to Investment Risks, Including Possible Loss of the Principal Amount Invested
wellsfargo.com | Security Center | Contact Us
Investment products and services are offered through Wells Fargo Advisors. Wells Fargo Advisors is a trade name used by Wells Fargo Clearing Services, LLC (WFCS) and Wells Fargo Advisors Financial Network, LLC (WFAFN), Members SIPC, separate registered broker-dealers and non-bank affiliates of Wells Fargo & Company. 

Deposit products offered by Wells Fargo Bank, N.A. Member FDIC. 

Please do not reply to this automated email.
27bc2-324-ae5f-e5ab7f31d-a2656bd3_62391220_78f3-16bc5",False Positives 
"Argenta will be tabling in the skywalk between Harvey-Ingham and Fitch
Tuesday, March 22, 10-1. See attached information.
They are the world's only combined global contract research organization (CRO) and contract manufacturing organization (CMO) specializing in animal health.
 
Visit the Micro-Health Careers Expo
March, 23, 3:00-5:30
Cline Atrium
See attached flyer for details.
 
 
 
 
 
 
 
 
Chrystal Stanley, PhD 
Director of Professional & Career Development 
Drake University
2507 University Avenue
219 Medbury Hall 
Des Moines, Iowa 50311
515-271-3752
Together we transform lives and strengthen communities.
 
Pronouns: she/her/hers
 
** Please know that I honor and respect boundaries around personal time, well-being, caretaking, and rest. Should you receive correspondence from me during a time that you're engaging in any of the above, please protect your time and wait to respond until you're next working or in front of a computer. Prioritize joy, not email, when and where you can. **",False Positives 
